Product Name:,Brand Name,price,final price,discount price,stock,features,Descrption
 Besan 500 g ,Private Label,M.R.P:  80.00,Price:  40.00,You Save:  40.00,In Stock,"   Consistency in taste, aroma and qualityHygienic packing and best quality control processesConsistency in taste, aroma and quality   "," Besan 500 g Besan is one of the most commonly used ingredients in Indian kitchens. It is made by grinding Chickpea Flour and serves as an excellent source of important nutrients and fibers. Apart from adding an aromatic flavor to your food, besan goes a long way in adding health benefits to your lifestyle. Buy Besan online now! "
 Rawa 500 g ,Private Label,M.R.P:  43.00,Price:  21.00,You Save:  22.00,In Stock,"   Superior quality productPure and natural productNo added chemicals, polish or colour   "," Rawa 500 g Rawa, more popularly known as Sooji, is an important ingredient used in every Indian kitchen. Right from the delicious sooji ka halwa to a nutritious Upma, sooji can instantly take care of your hunger and save your day. Buy Rawa online now! "
 Good Life MP Wheat Chakki Atta 10 kg ,Good Life,M.R.P:  400.00,Price:  325.00,You Save:  75.00,In Stock,"   Consistent in taste, aroma and qualityNo chemical fertilizersNo preservatives addedRich in FiberNo added chemicals, polish or colors See more  "," Good Life MP Wheat Chakki Atta 10 kg Now get the goodness of health in every bite with Good Life MP Wheat Chakki Atta. This product incorporates the many benefits of Wheat and lets your body maintain a nutrient balance. It is made of nutritious wheat grains. Also, it has a sweet and aromatic taste that gives you fuller and softer rotis, every single time. Buy Good Life MP Wheat Chakki Atta online now! "
 Maida 500 g ,Private Label,M.R.P:  40.00,Price:  19.00,You Save:  21.00,In Stock,"   Consistent in taste and qualityPacked with utmost careSuperior quality productMaida is used for making samosas, parothassweets and many other delicacies See more  "," Maida 500 g Maida is used for both desserts and savoury items. It is self-rising flour and is suited for making cakes, pastries and other baking food items. Besides this, you can also use it for making paratha, puris and other forms of bread too. Buy Maida online now! "
 Good Life MP Wheat Chakki Atta 1 kg ,Good Life,M.R.P:  50.00,Price:  39.00,You Save:  11.00,In Stock,   No chemical fertilizersFree from pesticidesExtra protein helps build strengthRich source of nutrientsGood for overall health development See more  ," Good Life MP Wheat Chakki Atta 1 kg Now get the best of health in every bite with Good Life MP Wheat Chakki Atta. This product incorporates the many benefits of Wheat and lets your body maintain a nutrient balance. It is made of nutritious wheat grains. Also, it has a sweet and aromatic taste that works together to give you fuller and softer rotis, every single time. Buy Good Life MP Wheat Chakki Atta online now! "
 Desi Kitchen Kuttu Atta 200 g ,Desi Kitchen,M.R.P:  49.00,Price:  25.00,You Save:  24.00,In Stock,NAN,NAN
 Desi Kitchen Rajgira Flour 500 g ,Desi Kitchen,M.R.P:  75.00,Price:  55.00,You Save:  20.00,In Stock,"   Hygienic packing and best quality control processesConsistency in taste, aroma and qualitySortex cleaned and superior qualityHealthy food optionRich source of Protein See more  "," Desi Kitchen Rajgira Flour 500 g Desi Kitchen Rajgira Flour is easy to digest and rich in taste. It is used during fast days and is rich in calcium and antioxidants. It is mostly used for making pancakes, kheer / porridge. Buy Desi Kitchen Rajgira Flour online now!  "
 Desi Kitchen Singhara Flour 200 g ,Desi Kitchen,M.R.P:  55.00,Price:  39.00,You Save:  16.00,In Stock,NAN,NAN
 Madam Besan 500 g ,Madam,M.R.P:  60.00,Price:  55.80,You Save:  4.20,In Stock,"   Consistency in taste, aroma and qualitySortex cleaned and superior qualityHygienically packed and best quality control processes   "," Madam Besan 500 g Madam Besan is a gluten-free flour used in the preparation of several sweet and savoury snacks. The super-fine flour prepared from pure chana dal has an earthy aroma and binding nature thus making it a key ingredient while preparing pakodas, traditional potato and vegetable bhajiyas and some sweet dishes. The hygienic packaging ensures the product remains fresh over a period of time. Buy Madam Besan online now! "
 Chakki Atta 10 kg ,Private Label,M.R.P:  375.00,Price:  275.00,You Save:  100.00,In Stock,   Fibre richHygienically packed100% whole wheat chapati flourRich in MagnesiumRich in Fiber See more  , Chakki Atta 10 kg Chakki Whole Wheat Atta is freshly made from the choicest grains. It is carefully ground using modern chakki technique. The taste and nutrition ensure that this Atta contains 0% Maida and it gives you softer rotis for a long time. Buy Chakki Whole Wheat Atta online now! 
 Aashirvaad Select Sharbati Whole Wheat Atta 5 kg ,Aashirvaad,M.R.P:  295.00,Price:  239.00,You Save:  56.00,In Stock,   No chemical fertilizersFree from pesticidesBoosts body's metabolismRich in ProteinGood source of Fiber See more  , Aashirvaad Select Sharbati Whole Wheat Atta 5 kg Aashirvaad Select Sharbati Whole Wheat Atta is made from the choicest wheat grains that have been selected and processed to get the best whole wheat atta. Now get the best of health in every bite with Aashirvaad Select Sharbati Whole Wheat Atta. Buy Aashirvaad Select Sharbati Whole Wheat Atta online now! 
 Bhagirathi Rajgira Peeth / Atta 200 g ,Bhagirathi,M.R.P:  55.00,Price:  51.15,You Save:  3.85,In Stock,   Sortex cleaned and superior quality100% pure and natural productGluten free   ," Bhagirathi Rajgira Peeth / Atta 200 g Bhagirathi Rajgira Atta / Amaranth Flour is an effective source of Protein, Iron, Calcium and Fibre. It helps to strengthen your bones and will help you to stay healthy.This atta is stone-ground to preserve its nutritional content. Buy Bhagirathi Rajgira Atta / Amaranth Flour online now.Disclaimer:Despite our attempts to provide you with the most accurate information possible, the actual packaging, ingredients and color of the product may sometimes vary. Please read the label, directions and warnings carefully before use. "
 Bhagirathi Nachni Satva 200 g ,Bhagirathi,M.R.P:  40.00,Price:  37.20,You Save:  2.80,In Stock,   No chemical fertilizersFree from pesticidesNo Artificial Colour AddedHelps lower CholesterolGreat for digestion See more  ," Bhagirathi Nachni Satva 200 g Bhagirathi Nachni Satva (with Sugar) is exactly the healthy flour you should add to your diet, usually served as a sharbat by street vendors at the peak of summer. It has a near-instant cooling effect on the body and is a popular summer-time drink. Buy Bhagirathi Nachni Satva Flour (with Sugar) online now! "
 Barik Rawa 500 g ,Loose,M.R.P:  43.00,Price:  21.50,You Save:  21.50,In Stock,NAN,NAN
 Desi Kitchen Bhagar Flour 200 g ,Desi Kitchen,M.R.P:  45.00,Price:  35.00,You Save:  10.00,In Stock,NAN,NAN
 Bhagirathi Anarase Peeth 500 g ,Bhagirathi,M.R.P:  140.00,Price:  70.00,You Save:  70.00,In Stock,NAN,NAN
 Bhagirathi Bhajani Chakli Atta 500 g ,Bhagirathi,M.R.P:  140.00,Price:  70.00,You Save:  70.00,In Stock,NAN,NAN
 Kissan Mixed Fruit Jam 700 g ,Kissan,M.R.P:  215.00,Price:  165.00,You Save:  50.00,In Stock,   100% real fruitSpreads easily   ," Kissan Mixed Fruit Jam 700 g Kissan Mixed Fruit Jam - This one's a delicious blend of fine fruits. A medley of flavours from the pulp of Banana, Papaya, Apple, Pear, Pineapple, Mango, Grape and Orange blended into one lip-smacking jam. Craving something utterly sweet? This is your answer to that in a packed bottle. So the next time you want to whip up a bread and Jam delight for your kids with an assortment of flavours, you know which bottle to dig into! Let's make breakfast and tiffins yummier with this mixed fruit jam. So go ahead, buy Kissan Mixed Fruit Jam online today! "
 Saffola Honey 1 kg ,Saffola,M.R.P:  430.00,Price:  249.00,You Save:  181.00,In Stock,NAN,NAN
 Dabur Honey 1 kg (+Get 300 g Extra) ,Dabur,M.R.P:  395.00,Price:  290.00,You Save:  105.00,In Stock,   ●Pure and Natural ●Contains natural vitamins and minerals ●Provides energy and strengthens immunity ●Helps in weight management ●Aids digestion   ," Dabur Honey 1 kg (+Get 300 g Extra) Dabur Honey has been used as a versatile ingredient for decades now. This is honey is used as a flavour enhancer for different kinds of foods. It tastes delicious on toast, with cereal, with almonds, porridge, herbal teas and crumpets also when added to a smoothie or just hot water. Ideal for health-conscious and diabetic people. Kick start your day by consuming a spoonful of this honey as it has numerous health benefits. So what are you waiting for? Go ahead, buy Dabur Honey online today!How to use:Can be used as a spread Can be used as a dessert topping Can be added to breakfast cereals.  "
 Kissan Mixed Fruit Jam 500 g ,Kissan,M.R.P:  150.00,Price:  139.50,You Save:  10.50,In Stock,   Made from the choicest ingredientsFruity flavour   ," Kissan Mixed Fruit Jam 500 g Kissan Mixed Fruit Jam - This one’s a delicious blend of fine fruits - Banana, Papaya, Apple, Pear, Pineapple, Mango, Grape and Orange. This fruity jam is the answer to your sweet cravings. So the next time you want to whip up a bread and Jam delight for your kids with an assortment of flavours, you know which bottle to dig into! Let’s make breakfast and tiffins yummier with Mixed Fruit Jam. So go ahead, buy Kissan Mixed Fruit Jam online today! "
 Patanjali Pure Honey 500 g ,Patanjali,M.R.P:  165.00,Price:  145.00,You Save:  20.00,In Stock,"   Pure and NaturalRich in fructose, minerals, vitamins and other nutritious elementsContains natural vitamins and minerals.Provides energy and strengthens immunity.Helps in weight management.Aids digestion. See more  "," Patanjali Pure Honey 500 g How to use:Step1: Can be used as a spread, as a dessert topping, and can be added to breakfast cereals. "
 Kissan Mixed Fruit Jam 200 g ,Kissan,M.R.P:  65.00,Price:  59.00,You Save:  6.00,In Stock,   100% real fruitSpreads easily   ," Kissan Mixed Fruit Jam 200 g Kissan Mixed Fruit Jam - This oneâ€™s a delicious blend of fine fruits - Banana, Papaya, Apple, Pear, Pineapple, Mango, Grape and Orange. This fruity jam is the answer to all your cravings. So the next time you want to whip up a bread and Jam delight for your kids with an assortment of flavours, you know which bottle to dig into! Letâ€™s make breakfast and tiffins yummier with this Mixed Fruit Jam. So go ahead, buy Kissan Mixed Fruit Jam online today! "
 Hershey's Chocolate Syrup 623 g ,Hershey's,M.R.P:  200.00,Price:  160.00,You Save:  40.00,In Stock,"   Made from the choicest ingredients like rich cocoa powder100% vegetarianDelectable chocolaty tastePerfect addition to milk, ice cream, pastries, sandwiches, dosasRelished by all age groups See more  "," Hershey's Chocolate Syrup 623 g Hershey's Chocolate Syrup 623 gLife is sweeter with the classic taste of Hershey's Chocolate Syrup. Treat yourself to this genuine chocolate-flavoured goodness by adding Hershey's Chocolate Syrup to infuse the mouth-watering cocoa flavour to just about any dish. Use the easy squeeze bottle to create cold glasses of chocolate milk, chocolate floats, chocolate sundaes, rich hot cocoa and more! This Chocolate Syrup goes well with milk and complements a wide range of foods. It tastes great with ice cream, desserts, dosas, sandwiches and more. So what are you waiting for? Go ahead, buy Hershey's Chocolate Syrup online today and make your simple food more delicious!How to use:Use Hershey's Chocolate Syrup as you like! Add it to chilled milk, pastries, ice creams, spread it on a sandwich, dosa or paratha or just pour it as a topping on pastries and desserts.Approx. Value per 100 gm of the product as follows:~ Energy 276.5 kcal~ Fat 0.56 gm~ Sugar 63.6 gm~ Carbohydrates 66.6 gm~ Protein 1.27 gmIngredients:Invert Sugar Syrup, Liquid Glucose, Water, Sugar, Cocoa Solids, Malt Extract, Thickening Agent (415), Preservatives (202) and Salt Disclaimer:Despite our attempts to provide you with the most accurate information possible, the actual packaging, ingredients and colour of the product may sometimes vary. Please read the label, directions and warnings carefully before use.  "
 Snactac Tomato Ketchup 950 g (Pouch) ,Snactac,M.R.P:  123.00,Price:  89.00,You Save:  34.00,In Stock,   Made from the finest quality ingredientsTurns your boring snacks in to delicious one   ," Snactac Tomato Ketchup 950 g (Pouch) Snac tac Tomato Ketchup is the ideal add-on for all your daily snacking requirements. Serve it to see how everyone can’t stop licking their fingers. Its remarkable flavour comes from the 100% real juicy tomatoes that have gone in making it along with other herbs and spices. It is a perfect accompaniment and an assured hero for all the snacks, be it samosas, pakoras, noodles or plain roti roll – a perfect ally for making wholesome and yummy food. So go ahead, Buy Snac tac Tomato Ketchup online today !! "
 Funfoods Original Veg Mayonnaise 250 g ,Funfoods,M.R.P:  69.00,Price:  64.17,You Save:  4.83,In Stock,   Funfoods Original Veg Mayonnaise is creamy in texture100% Veg MayoCan be used in saladsPerfect for sandwich spread or as a dip with fries   ," Funfoods Original Veg Mayonnaise 250 g Funfoods Original Veg Mayonnaise 250 gVeg Mayonnaise trend is rooted by Funfoods since many years. This mayo was an innovation keeping in view that many Indians are vegetarians. Funfoods Original Veg Mayonnaise is a classic spread which enhances the flavour of any dish. You will find this mayo smooth & creamy with a rich fulfilling taste. Enjoy this mayo in making sandwiches, Russian salads, coleslaws, tasty dressings, burgers, rolls or as a dip with any crispy baked or fried snack to tantalize your taste buds. It is hygienically packed and processed. With the addition of this mayonnaise, your culinary experiments in the kitchen take on a delicious twist! So go ahead, buy Funfoods Original Veg Mayonnaise online today and make your simple food tastier!How to use:Funfoods Original Veg Mayonnaise can be used as a sandwich spread or a dip with fried or baked snacks.Approx. Value per 100 gm of the product as follows: Energy 502 kcal, Total Fat 51.8 gm, Carbohydrate 8.6 gm, Sugar 7.3 gm, Protein 0.5 gmIngredients:Refined Soyabean Oil, Water, Sugar, Milk Solids, Lemon Juice, Iodised Salt, Permitted Emulsifying & Stabilizing Agents (INS 1442, INS 415), Permitted Acids (INS 260, INS 330), Permitted Antioxidant (INS 319), Contains Permitted Class II Preservatives (INS 211, INS 202). Disclaimer:Despite our attempts to provide you with the most accurate information possible, the actual packaging, ingredients and color of the product may sometimes vary. Please read the label, directions and warnings carefully before use. "
 Sundrop Crunchy Peanut Butter 924 g ,Sundrop,M.R.P:  300.00,Price:  270.00,You Save:  30.00,In Stock,   Made from 100% roasted peanutsHigh source of protein and fibre100% vegetarianTrans fat freeZero cholesterolExcellent source of protein and fiber. See more  ," Sundrop Crunchy Peanut Butter 924 g How to use:Step1: Use the peanut butter to spread on toast, pancakes, dessert topping or as a dip. "
 Kissan Fresh Tomato Ketchup 1 kg ,Kissan,M.R.P:  140.00,Price:  126.00,You Save:  14.00,In Stock,   Made from 100% real juicy tomatoes   ," Kissan Fresh Tomato Ketchup 1 kg Kissan Fresh Tomato Ketchup 1 kgKissan Fresh Tomato Ketchup - this one is definitely a winner when it comes to cajoling your kids into eating their food. Its remarkable flavour comes from the 100% real juicy tomatoes that have gone in making it. It's an assured hero for all the snacks, be it samosas, pakoras, noodles or plain roti roll - a perfect ally for making wholesome and yummy food. So go ahead, buy Kissan Fresh Tomato Ketchup online today!Kissan Fresh Tomato Ketchup 1 kgHow to use:This is a ready-to-eat product. Have it with fried snacks, sandwiches, with fried rice, noodles. Tomato sauce or ketchup can be used in cooking and it also tastes great with pasta and western dishes. Serve as a dip with french fries, or samosas.Approx. value per 15 gm of the product as follows:~ Energy 20 kcal~ Total Fat 0.02 gm~ Saturated Fat 0 gm~ Carbohydrate 5 gm~ Sodium 136 mg~ Protein 0.2 gmIngredients:Tomato Paste (28%), Water, Sugar, Salt, Acidity Regulator- 260, Stabilizers- 1422, 415, Preservative- 211, Onion Powder, Garlic Powder, Spices and Condiments.Disclaimer:Despite our attempts to provide you with the most accurate information possible, the actual packaging, ingredients and colour of the product may sometimes vary. Please read the label, directions and warnings carefully before use. "
 Hershey's Chocolate Syrup 200 g ,Hershey's,M.R.P:  90.00,Price:  83.70,You Save:  6.30,In Stock,   Hershey's Chocolate Syrup goes well with milk and complement a whole lot of foodsRich taste of chocolateEnjoyed by kidsUplifts mood   ," Hershey's Chocolate Syrup 200 g Hershey's Chocolate Syrup 200 gLife is sweeter with the classic taste of Hershey's Chocolate Syrup. Treat yourself to this genuine chocolate-flavoured goodness by adding Hershey's Syrup. Use this easy-squeeze bottle to create cold glasses of chocolate milk, chocolate floats, chocolate sundaes, rich hot cocoa and more! This Chocolate Syrup goes well with milk and complements a wide range of foods. It tastes great with milk, ice cream, desserts, dosas, sandwiches and more. So what are you waiting for? Go ahead, buy Hershey's Chocolate Syrup online today and make your simple food more delicious!How to use:Add 1- 2 teaspoons of Hershey's Chocolate Syrup to a glass of chilled milk and relish the yummy chocolaty drink.Approx. value per 100 gm of the product as follows:~ Calories 276 kcal~ Fats 7 gm~ Carbohydrates 66 gm~ Sugar 63 gm~ Protein 1.27 gmIngredients:Invert Sugar Syrup, Liquid Glucose, Water, Sugar, Cocoa Solids, Malt Extract, Thickening Agent (415), Preservatives (202) and SaltDisclaimer:Despite our attempts to provide you with the most accurate information possible, the actual packaging, ingredients and colour of the product may sometimes vary. Please read the label, directions and warnings carefully before use. "
 Hershey's Cocoa Spread 350 g ,Hershey's,M.R.P:  295.00,Price:  185.00,You Save:  110.00,In Stock,   Delectable tasteGoes with both bread and parathaFights depression and mood swingsDiminishes the risk of heart attackLoved by all age groups See more  ," Hershey's Cocoa Spread 350 g Hershey's Cocoa Spread 350 gSpread Happiness in the morning with Hershey’s Cocoa Spread! Spread the taste of Hershey's Cocoa on bread or use as a dip for fruits and vegetables. You can use this smooth spread to dress up breakfast toast, sandwiches at lunch, or with strawberries for dessert. Each jar of Hershey’s Cocoa Spread is filled with endless possibilities for dressing up everyday snacks. The creamy texture makes it easy to go on food evenly. The richness of polyphenols in cocoa powder not only stabilises blood pressure and risk of heart attacks and strokes but also improves brain functions and improves mood. So what are waiting for? Go ahead, buy Hershey’s Cocoa Spread online today and make your simple food more delicious!How to use:Use it as you like as a spread on a sandwich or paratha or just as a topping on desserts. A spoonful of Hershey's Cocoa Spread is what you need to enhance any meal.Approx. value per 100 gm of the product as follows:~ Energy 550 kcal~ Total Fat 32.5 gm~ Carbohydrate 62.5 gm~ Sugar 50.8 gm~ Protein 2 gmIngredients:Sugar, Edible Vegetable Oil, Milk Solids, Cocoa Solids, Antioxidants & Edible Common SaltDisclaimer:Despite our attempts to provide you with the most accurate information possible, the actual packaging, ingredients and colour of the product may sometimes vary. Please read the label, directions and warnings carefully before use. "
 Ching's Secret Red Chilli Sauce 200 g ,Ching's,M.R.P:  55.00,Price:  45.00,You Save:  10.00,In Stock,   Spicy desi flavour   ," Ching's Secret Red Chilli Sauce 200 g Ching's presents its authentic range of sauces which are made with the finest quality ingredients and are bound to liven up whichever cuisine you decide to rake up, be it Italian, Chinese or American. Ching's Secret Red Chilli Sauce is the Desi Chinese way to add some sweet heat to your favourite snack. A fiery blend of red chillies, vinegar and spices, it can make any snack, from momos and samosas to sandwiches and kebabs, spicily mouth-watering. It can impart a delicious buzz to fried rice, noodles salad dressing, etc. It can be used as a flavour enhancer in many other meals. So go ahead, buy Ching's Secret Red Chilli Sauce online today! "
 Surabhi D-Lite Fresh & Rich Tomato Ketchup (No Onion No Garlic) 1 kg ,Surabhi,M.R.P:  125.00,Price:  62.50,You Save:  62.50,In Stock,   Easy to use pouchSurabhi D-Lite Fresh & Rich Tomato Ketchup is made of premium quality tomatoesIdeal accompaniment for all snack itemsLoved by kids for its yummy tasteNo artificial flavours or preservatives See more  ," Surabhi D-Lite Fresh & Rich Tomato Ketchup (No Onion No Garlic) 1 kg How to use:Step1: Squeeze out some tomato ketchup from the Surabhi D-Lite Fresh & Rich Tomato Ketchup pouch. Step2: Spread it generously on sandwiches, breads, rotis, parathas and enjoy! "
 Surabhi Classic Tomato Ketchup 900 g ,Surabhi,M.R.P:  125.00,Price:  62.50,You Save:  62.50,In Stock,   Made from the finest quality ingredientsRemarkable flavor100% real juicy tomatoesPerfect ally for making wholesome and yummy food   ," Surabhi Classic Tomato Ketchup 900 g Surabhi Classic Tomato Ketchup 1 kgSurabhi Classic Tomato Ketchup - this one is a winner when it comes to cajoling your kids into eating their food. Its remarkable flavour comes from the 100% real juicy tomatoes that have gone in making it. The tanginess of this sauce makes it a perfect accompaniment that can be enjoyed with every snack. It’s an assured hero for all the snacks, be it samosas, pakoras, noodles or plain roti roll, a perfect ally for making wholesome and yummy food. So go ahead, buy Surabhi Classic Tomato Ketchup today!How to use:Can be consumed directly, no cooking required. It is used for salad, fried rice, or an accompaniment for snacks, fried food or even in graviesDisclaimer:Despite our attempts to provide you with the most accurate information possible, the actual packaging, ingredients and colour of the product may sometimes vary. Please read the label, directions and warnings carefully before use. "
 Dabur Hommade Tomato Puree 200 g ,Dabur Homemade,M.R.P:  25.00,Price:  23.25,You Save:  1.75,In Stock,   No added colourNo added preservatives   ," Dabur Hommade Tomato Puree 200 g Dabur Hommade Tomato Puree - Adding taste and rich colour of fresh tomatoes to your dishes is now made really easy. Prepared from the pulp of hand-picked, fresh, juicy and ripe tomatoes, Dabur Hommade Tomato Puree is perfect for all types of cuisines. It is free of skin and seeds and helps you to add the real tangy taste of tomato to your meals just within seconds. It is made of finest quality tomatoes sourced from Bangalore. A worthy alternative to the traditional Indian tomato puree, it is thick and consistent to add the right colour to your dishes and make them healthy and delicious. So go ahead, buy Dabur Hommade Tomato Puree online today. "
 Lipton Honey Lemon Green Tea Bags 25 pcs ,Lipton,M.R.P: 165.00,Price: 137.00,You Save: 28.00,In Stock,    Rich in antioxidants   ," Lipton Honey Lemon Green Tea Bags 25 pcs It's not just a cup of tea, its therapy - One Sip at a Time.Lipton Green Tea is not just a regular cup of chai, it's therapy for your body. Wake up to a morning cup of hot Lipton green tea and feel how it leaves you feeling light and active. Awaken your senses - one sip at a time. Lipton Green Tea Bags in Honey Lemon Flavor have this goodness. Choose Lipton Green Tea Honey Lemon as your go-to beverage during the day. Buy Now! "
 PediaSure Chocolate Health Drink Powder 400 g ,Pediasure,M.R.P: 545.00,Price: 499.00,You Save: 46.00,In Stock,    Boosts immunity Aids in brain development   ," PediaSure Chocolate Health Drink Powder 400 g Give yourself a complete boost with Pediasure Chocolate Health Drink. It's healthy, tasty and contributes significantly to the development. This drink is a meal by itself and provides the necessary vital nutrients. Prioritise your health today. So go ahead, buy Pediasure Chocolate Health Drink online today! "
 Tata Premium Leaf Tea 250 g ,Tata Tea Premium,M.R.P: 130.00,Price: 120.00,You Save: 10.00,In Stock,    Rich combination of aroma and taste Natural source of antioxidants   , Tata Premium Leaf Tea 250 g Give your day a boost of refreshing taste and flavour with Tata Premium Leaf Tea. It is natural and packed with antioxidants. It is made up of carefully picked tea leaves from the best tea plantations thus making it an excellent choice for you. Buy this tea pack online today and have healthy tea time. 
 Complan Royal Chocolate 500 g ,Complan,M.R.P: 280.00,Price: 260.40,You Save: 19.60,In Stock,    Complete planned food in a drink   ," Complan Royal Chocolate 500 g Complan Royale Chocolate Health Drink Powder is perfect for growing children. This powder, when mixed with milk, taste delicious and come in various flavours. Above all, this health drink helps in the overall development of a child. Time to gift your child, a healthy tomorrow. Buy Complan Royale Chocolate online now. "
 Kaffe Instant Blend Coffee 200 g ,Kaffe,M.R.P 235.00,Price: 160.00,NAN,In Stock,    Rich in aroma & freshnessDelightful Tastehygenically packed   ," Kaffe Instant Blend Coffee 200 g Rise up to the fresh aroma of Kaffe Instant Blend Coffee presenting a blend that enables you to enjoy the full and refined quality flavour of strong filter coffee. It has a rich aroma and a creamy caramel finish. This coffee will indisputably find its way to the hearts of true coffee lovers. So go ahead, buy Kaffe Instant Blend Coffee online today! "
 Society Tea 250 g ,Society,M.R.P: 135.00,Price: 125.00,You Save: 10.00,In Stock,    CTC Tea   ," Society Tea 250 g Start your mornings with this wonderful Society Tea. Even during work hours or at night, a cup of this tea is just the kick your brain needs. It is made from the finest quality of tea leaves and has a strong aroma to make a perfect cup of tea. So go ahead, buy Society Tea online today! "
 7Up 2 L ,7 Up,M.R.P: 90.00,Price: 69.00,You Save: 21.00,In Stock,    7UP’s sparkling and crisp lemon and lime flavour keeps you positive and confident against all odds.7UP celebrates the “Hum toh hain like this!” attitude of consumers.No Added Colour. No Artificial Flavouring. Contains no fruit.   ," 7Up 2 L 7UP’s sparkling and crisp lemon and lime flavour keeps you positive and confident against all odds. It aims to connect with people who choose to be their natural self and stand out in the crowd. 7UP celebrates the “Hum toh hain like this!” attitude of consumers.How to use:Ready to DrinkIngredients:Carbonated Water, sugar, acidity Regulators (330, 331, 296), Preservative (211). "
 Red Bull Energy Drink 250 ml (Can) ,Red Bull,M.R.P: 115.00,Price: 106.95,You Save: 8.05,In Stock,    Provides instant energy   ," Red Bull Energy Drink 250 ml (Can) Introducing Red Bull , an energy drink that can make you feel alive, awake and active instantly. It can be enjoyed as a drink or can be used in the preparation of cocktails. The blue and silver packaging lends a funky feel to this product. So go ahead, buy Red Bull Energy Drink online today and boost your energy levels . "
 PediaSure Chocolate Health Drink Powder 750 g ,Pediasure,M.R.P: 975.00,Price: 875.00,You Save: 100.00,In Stock,    Chocolate Flavour   ," PediaSure Chocolate Health Drink Powder 750 g Give yourself a complete boost with Pediasure Premium Chocolate Health Drink. It is healthy, tasty and contributes significantly to the body`s development. This drink is a meal by itself and provides the necessary vital nutrients. Prioritize your health today. So go ahead, buy Pediasure Premium Chocolate Health Drink online today! "
 Protinex Original 400 g ,Protinex,M.R.P: 595.00,Price: 498.00,You Save: 97.00,In Stock,    34% protein Low fat   ," Protinex Original 400 g Protinex Original is a nutritional supplement and a health drink for diabetic people. It is a unique blend of multiple fibers. Regular consumption of Protinex helps build your stamina and promotes immunity. This helps in the growth and repair of muscles, tissues, and organs. It is rich in 12 vitamins and 13 minerals. It provides the right nutrition for managing blood sugar levels, weight, and cholesterol. Buy Protinex Original online now! "
 Red Bull Energy Drink 350 ml (Can) ,Red Bull,M.R.P: 145.00,Price: 127.00,You Save: 18.00,In Stock,    Vitalizes body and mind Made from high quality ingredients   ," Red Bull Energy Drink 350 ml (Can) Introducing Red Bull, an energy drink that can make you feel alive, awake and active instantly. It can be enjoyed as a drink or can be used in the preparation of cocktails. The blue and silver packaging lends a funky feel to this product. So go ahead, buy this Red Bull Energy Drink online today. "
 Protinex Tasty Chocolate 400 g ,Protinex,M.R.P: 550.00,Price: 485.00,You Save: 65.00,In Stock,    Maintains gut integrityEnhances energy utilizationHelps maintain bone strength   ," Protinex Tasty Chocolate 400 g Protinex Tasty Chocolate Health Drink Powder is a high-protein and low-fat nutritional supplement with vital nutrients to support Immunity, Lean Body Mass and Good Health for adults. Protinex is fortified with the right amount of carbohydrates, minerals, vitamins, and zero trans fats. It helps in digestion and is rapidly absorbed by the body. So ahead and buy now.Disclaimer:Despite our attempts to provide you with the most accurate information possible, the actual packaging, ingredients and colour of the product may sometimes vary. Please read the label, directions and warnings carefully before use. "
 Real Fruit Power Orange Juice 1 L ,Real,M.R.P: 110.00,Price: 81.00,You Save: 29.00,In Stock,    ●Tasty & falvourful   ," Real Fruit Power Orange Juice 1 L Refresh yourself after a long day with a glass of Real Fruit Power Orange Juice. It's prepared from the choicest oranges, thus offering you a premium quality product. While it can be had as it is, it can be used in the preparation of cocktails as well. The hygienic packaging ensures the product remains fresh for long. So go ahead, buy this product online today!  "
 Real Fruit Power Guava Nectar 1 L ,Real,M.R.P: 100.00,Price: 70.00,You Save: 30.00,In Stock,    Packed with fruit goodness   ," Real Fruit Power Guava Nectar 1 L Refresh yourself after a long day with a glass of Real Fruit Power Guava Nectar. It's prepared from the choicest guavas, thus offering you a premium quality product. While it can be had as it is, it can be used in the preparation of cocktails as well. The hygienic packaging ensures the product remains fresh for long. So go ahead, buy this product online today! "
 Bournvita 500 g ,Bournvita,M.R.P: 223.00,Price: 207.39,You Save: 15.61,In Stock,    Enriched with nutrients and growth vitamins goddnessb of health hygenically packed   ," Bournvita 500 g Bournvita is a delicious chocolate health drink which is enriched with Vitamin (D, B2, B9, B12). It combines the great taste of chocolate and goodness of essential nutrients that aid growth and development. This health drink is perfect for your kids. So go ahead, Buy Cadbury Bournvita Health Drink Powder online now! "
 Minute Maid VitaPunch Mixed Fruit Juice 1L ,Minute Maid,M.R.P: 150.00,Price: 75.00,You Save: 75.00,In Stock,NAN,NAN
 Kinley Packaged Drinking Water 1 L ,Kinley,M.R.P: 20.00,Price: 18.00,You Save: 2.00,In Stock,    Pure and safe With added minerals   ," Kinley Packaged Drinking Water 1 L When it comes to safety and assurance of quality, Kinley water is the go-to choice. Promising the assurance of clean and safe drinking water, it has been a trusted choice for Indians for many years. This product goes through an intensive filtration method before reaching you. The consistency and purity of the water are maintained using processes including disinfection, micron filtration, Reverse Osmosis, and mineral dozing beside other rigorous filtration procedures. "
