Product Name:,Brand Name,price,final price,discount price,stock,features,Descrption
 Henko Matic Front Load Detergent Powder 2 kg (Get Extra 1 kg Free) ,Henko,M.R.P:  480.00,Price:  385.00,You Save:  95.00,In Stock,   Nano fibre lock technologyLeaves a pleasant scentRemoves layers of dirt to provide impeccable cleaning.It keeps the clothes shiny and their colour intact.   ," Henko Matic Front Load Detergent Powder 2 kg (Get Extra 1 kg Free) Keep your clothes shining and free of stains by washing them using the Henko Matic Front Load Detergent Powder. This detergent powder keeps the color of the fabric bright, even after repeated washing and brings life to the old fabrics by keeping them lint free. This detergent powder makes sure that the stubborn stains are removed effectively while leaving a pleasant fragrance. It gets rid of the grime, dirt as well as the germs on your clothes in no time. So go ahead and buy this product online today! "
 Godrej Aer Twist Cool Surf Blue Car Freshener Gel 45 g ,Aer,M.R.P:  379.00,Price:  349.00,You Save:  30.00,In Stock,   Keeps your car consistently fragrant for 60 days It has an easy to use twist mechanism It is spill proof   ," Godrej Aer Twist Cool Surf Blue Car Freshener Gel 45 g Godrej Aer Twist Cool Surf Blue Car Freshener Gel comes with a clever gel technology that makes sure that your car smells good, consistently for up to 60 days. Its easy to use twist mechanism lets you control the flow of fragrance. This freshener has an enchanting fragrance that spreads in your car instantly making your car's atmosphere fresh and odour free. So go ahead and buy this product online today! "
 Freshomz Pure Naphthalene Balls 100 g ,Freshomz,M.R.P:  40.00,Price:  20.00,You Save:  20.00,In Stock,   Extremely convenient to use Eliminates foul odours Freshomz Pure Naphthalene Balls Doesn't stain clothes   ," Freshomz Pure Naphthalene Balls 100 g Freshomz Pure Naphthalene Balls can be used in wardrobes, trunks, drawers & other closed places. These Naphthalene Balls have a long shelf life & have extremely fine fragrance. It can be placed in direct contact with clothes to keep them moth free. It can be used in toilets as well to get rid of bad odour. So go ahead and buy this product online today! "
 Ambi Pur Car Lavender Spa Car Freshener Refill 7.5 ml ,Ambi Pur,M.R.P:  199.00,Price:  185.07,You Save:  13.93,In Stock,   Lasts upto 60 days Intoxicating fragrance lightweight and compact   , Ambi Pur Car Lavender Spa Car Freshener Refill 7.5 ml Ambi Pur Car Lavender Spa Car Freshener Refill helps you clear the unwanted odour that is disturbing the interiors of your car and provides an intoxicating fragrant drive every single time. This car freshener refill provides 60 days of great fragrance in your car. So go ahead and buy this product online today! 
 Cherry Blossom Wax Polish Black 40 g ,Cherry Blossom,M.R.P:  59.00,Price:  54.87,You Save:  4.13,In Stock,   Suitable for leather shoesKeeps shoes looking new for longerProtection from Dirt and dust   ," Cherry Blossom Wax Polish Black 40 g Cherry Blossom polish gives 50% more shine to your shoes. Cherry Blossom shoe polish is suitable for leather shoes. It keeps shoes looking new for longer while providing protection from dirt and dust. The Cherry Blossom range of shoe care products also includes liquid show polish, wax shoe polish and a handy shoe shine. "
 Cherry Blossom Liquid Polish Black 75 ml ,Cherry Blossom,M.R.P:  92.00,Price:  85.56,You Save:  6.44,In Stock,   Unique angular neck for easy applicationSuitable for leather shoesKeeps shoes looking new for longer   ," Cherry Blossom Liquid Polish Black 75 ml Cherry Blossom polish gives 50% more shine to your shoes. Cherry Blossom shoe polish is suitable for leather shoes. It keeps shoes looking new for longer while providing protection from dirt and dust. The Cherry Blossom range of shoe care products also includes liquid show polish, wax shoe polish and a handy shoe shine. So go ahead and buy this product online today! "
 Cherry Blossom Black Shoe Polish 15 g ,Cherry Blossom,M.R.P:  33.00,Price:  30.69,You Save:  2.31,In Stock,   Suitable for leather shoesKeeps shoes looking new for longerProtection from Dirt and dust   ," Cherry Blossom Black Shoe Polish 15 g Cherry Blossom polish gives 50% more shine to your shoes. Cherry Blossom shoe polish is suitable for leather shoes. It keeps shoes looking new for longer while providing protection from dirt and dust. The Cherry Blossom range of shoe care products also includes liquid show polish, wax shoe polish and a handy shoe shine. "
 Kiwi Express Shine Neutral Instant Shine Sponge 7 ml ,Kiwi,M.R.P:  72.00,Price:  66.96,You Save:  5.04,In Stock,   Provides an instant shine to your shoesCleans and makes your shoe shine   , Kiwi Express Shine Neutral Instant Shine Sponge 7 ml Kiwi Express Shine Neutral Instant Shine Sponge is a convenient sponge. It provides a quick and easy way to deliver a great shine time after time. This will not only make your shoe shine but it will help in making the leather smooth and radiant and will make the leather last for long. So go ahead and buy this product online today! 
 Kiwi Express Shine Black Sponge 5 ml ,Kiwi,M.R.P:  72.00,Price:  66.96,You Save:  5.04,In Stock,   Provides an instant shine to your shoes Cleans & makes your shoes shine   , Kiwi Express Shine Black Sponge 5 ml Kiwi Express Shine Black Sponge is a convenient sponge. It provides a quick and easy way to deliver a great shine time after time. This will not only make your shoe shine but it will help in making the leather smooth and radiant and will make the leather last for long. So go ahead and buy this product online today! 
 Kiwi Wax Rich Shine & Protect Black Liquid Instant Polish 75 ml ,Kiwi,M.R.P:  74.00,Price:  66.00,You Save:  8.00,In Stock,   Provides an instant shine to your shoesCleans and makes your shoe shine in one easy step   , Kiwi Wax Rich Shine & Protect Black Liquid Instant Polish 75 ml Kiwi Wax Rich Shine & Protect Black Liquid Instant Polish 75 ml is a convenient polish. It provides a quick and easy way to deliver a great shine time after time. This will not only make your shoe shine but it will help in making the leather smooth and radiant and make it last for long. So go ahead and buy this product online today! 
 Cherry Blossom Dark Tan Shoe Polish 15 g ,Cherry Blossom,M.R.P:  33.00,Price:  30.69,You Save:  2.31,In Stock,   Suitable for leather shoesKeeps shoes looking new for longerProtection from Dirt and dust   ," Cherry Blossom Dark Tan Shoe Polish 15 g Cherry Blossom polish gives 50% more shine to your shoes. Cherry Blossom shoe polish is suitable for leather shoes. It keeps shoes looking new for longer while providing protection from dirt and dust. The Cherry Blossom range of shoe care products also includes liquid show polish, wax shoe polish and a handy shoe shine. So go ahead and buy this product online today! "
 Cherry Blossom Dark Tan Shoe Polish 40 g ,Cherry Blossom,M.R.P:  59.00,Price:  54.87,You Save:  4.13,In Stock,   Nourishes and protects the shoesPolish is produced with premium materialsGives your leather shoes a premium shine   ," Cherry Blossom Dark Tan Shoe Polish 40 g Cherry Blossom Dark Tan Shoe Polish is made out of the finest waxes that will let your shoe shine exactly the way you want them to. This wax polish shines and restores the colour of your favourite leather footwear by preventing it from cracking. Cherry Blossom is a traditional shoe polish used to polish and shine leather shoes or boots to extend the life of your footwear and restore, maintain and improve their appearance. So go ahead and buy this product online today! "
 Kiwi Shine & Protect Brown Instant Polish 75 ml ,Kiwi,M.R.P:  74.00,Price:  68.82,You Save:  5.18,In Stock,   Provides an instant shine to your shoes Cleans & makes your shoe shine in one easy step   , Kiwi Shine & Protect Brown Instant Polish 75 ml Kiwi Shine & Protect Brown Instant Polish is a convenient sponge. It provides a quick and easy way to deliver a great shine time after time. This will not only make your shoe shine but it will also help in making the leather smooth and radiant and will make the leather last for long. So go ahead and buy this product online today! 
 Cherry Blossom White Liquid Canvas Shoe Cleaner 75 ml ,Cherry Blossom,M.R.P:  59.00,Price:  51.00,You Save:  8.00,In Stock,   Unique angular neck for easy applicationSuitable for leather shoesKeeps shoes looking new for longer   ," Cherry Blossom White Liquid Canvas Shoe Cleaner 75 ml Cherry Blossom polish gives 50% more shine to your shoes. Cherry Blossom shoe polish is suitable for leather shoes. It keeps shoes looking new for longer while providing protection from dirt and dust. The Cherry Blossom range of shoe care products also includes liquid show polish, wax shoe polish and a handy shoe shine. "
 Eveready Red 1015 AA Carbon Zinc Batteries (Pack of 10) ,Eveready,M.R.P:  150.00,Price:  107.00,You Save:  43.00,In Stock,   Ideal for heavy dutyLeakproof batteriesKeeps appliances charged for long hours   ," Eveready Red 1015 AA Carbon Zinc Batteries (Pack of 10) Keep your favourite appliances charged and ready with Eveready Red 1015 AA Carbon Zinc Batteries. Equipped with leakproof technology, these batteries are a viable and long-lasting option for a wide range of household gadgets such as flashlights, remote controls, toys, etc. Enjoy ultimate power and performance, buy this product online today. "
 Mangaldeep Mogra Puja Agarbattis 120 pcs ,Mangaldeep,M.R.P:  65.00,Price:  32.50,You Save:  32.50,In Stock,   Creates a pleasant ambience Perfect for puja rituals   , Mangaldeep Mogra Puja Agarbattis 120 pcs Mangaldeep Mogra Puja Agarbattis is an integral part of any Hindu ritual. It creates the perfect setting for an auspicious ritual by filling the air with a pleasant smell. It harmonizes the psychophysical constitution and enhances mental focus. It is perfect for your pooja rituals. So go ahead and buy this product online today! 
 Mangaldeep 4 in 1 Ziplock Agarbatti 120 pcs ,Mangaldeep,M.R.P:  65.00,Price:  32.50,You Save:  32.50,In Stock,   It has a pleasing aromaIt is perfect for all your pooja ritualsIt is an easy and accessible way to cover unwanted household smells and it gives freshness.Used widely in many religious practices to deepen attention.   , Mangaldeep 4 in 1 Ziplock Agarbatti 120 pcs Mangaldeep 4 in 1 Ziplock Agarbatti is an integral part of any Hindu ritual. It creates the perfect setting for an auspicious ritual by filling the air with a pleasant smell. It harmonizes the psychophysical constitution and enhances mental focus. It is perfect for your pooja rituals. So go ahead and buy this product online today! 
 Scotch-Brite S-Shape Scrub Pad (7.5 cm X 10 cm) 5 pcs ,Scotch Brite,M.R.P:  75.00,Price:  59.00,You Save:  16.00,In Stock,   Ensures a truly clean wash of utensils It is durable & soft on hands Easy to use   ," Scotch-Brite S-Shape Scrub Pad (7.5 cm X 10 cm) 5 pcs Are you searching for a long-lasting scrub to clean your cookware? Use Scotch-Brite S-Shape Scrub Pad that removes baked-on food from vessels faster than any other scrubber. This scrubber is perfect for cleaning cast-iron pots, stove burners, broilers, garden tools and grills. It removes tough food residue from your cookware without scratching or damaging the surface. So go ahead and buy this product online today! "
 Eveready Red 1012 AAA Carbon Zinc Batteries (Pack of 10) ,Eveready,M.R.P:  130.00,Price:  104.00,You Save:  26.00,In Stock,   Ideal for heavy duty Leakproof batteries   ," Eveready Red 1012 AAA Carbon Zinc Batteries (Pack of 10) Keep your favourite appliances charged and ready with Eveready Red 1012 AAA Carbon Zinc Batteries. Equipped with leakproof technology, these batteries are a viable and long-lasting option for a wide range of household gadgets such as flashlights, remote controls, toys, etc. Enjoy ultimate power and performance buy this product online today. "
 Shubhkart Camphor 50 g ,Shubhkart,M.R.P:  90.00,Price:  81.00,You Save:  9.00,In Stock,   100% pure camphor Easy to burn Long-lasting flame   ," Shubhkart Camphor 50 g Shubhkart Camphor is made up of fine quality material that leaves no residue or ash and ensures long-lasting flame. It is easy to burn. Also, the fragrance of Camphor helps create a spiritual atmosphere. So go ahead and buy Shubhkart Camphor online today! "
 Mangaldeep Ziplock Rose Puja Agarbatti 120 pcs ,Mangaldeep,M.R.P:  65.00,Price:  32.50,You Save:  32.50,In Stock,   Perfect for puja ritualsCreates a pleasant ambience   ," Mangaldeep Ziplock Rose Puja Agarbatti 120 pcs The warm and pleasing aroma of Mangaldeep Ziplock Rose Puja Agarbatti transports you to a place that is magical and surreal. It is essential during pujas to make the place sacred and the fragrance is captivating. It is perfect for your pooja rituals. So go ahead and buy this product online today!Disclaimer:Despite our attempts to provide you with the most accurate information possible, the actual packaging, ingredients and colour of the product may sometimes vary. Please read the label, directions and warnings carefully before use. "
 Duracell Ultra Alkaline AA Batteries (Pack Of 4) ,Duracell,M.R.P:  160.00,Price:  128.00,You Save:  32.00,In Stock,   Longer lasting power Equipped with leakage prevention Suited for everyday devices   ," Duracell Ultra Alkaline AA Batteries (Pack Of 4) Keep your favourite appliances charged and ready with Duracell Batteries. Equipped with Duralock technology, these batteries are a viable and longer-lasting option for a wide range of household gadgets such as flashlights, remote controls, toys etc. Further, the superior nylon top closure ensures leakage prevention. Enjoy a hassle-free experience with Duracell Alkaline AA Batteries 1.5 V. Buy this product online today. "
 Gala Super Scrub (10 cm x 10 cm) ,Gala,M.R.P:  45.00,Price:  37.00,You Save:  8.00,In Stock,   Long-lasting product durability It is 3 times better than regular scrub pad Easy to use   , Gala Super Scrub (10 cm x 10 cm) Are you searching for a perfect solution for cleaning oil or over roasted food particles on cookware? Use Gala Super Scrub that removes all mess without leaving any scratch or any damages on your cooking vessels. This strong steel fibres/wires scrubber doesn't get damaged or worn out even after repeated uses. So go ahead and buy this product online today! 
 Syska SSK-SRL LED Bulb 9 W ,Syska,M.R.P:  359.00,Price:  72.00,You Save:  287.00,In Stock,   Low power consumptionWide operating voltageEco-friendly   ," Syska SSK-SRL LED Bulb 9 W Give your home a luminous touch with SSyska SSK-SRL LED Bulb 9 W. Syska LED bulbs use the new technology of thermal-plastic management that gives the bulbs a longer life with excellent lighting quality. Whether for personal or commercial purposes, make the right bulb choice and buy this product online today. "
 Mangaldeep Sandal Agarbatti 120 pcs ,Mangaldeep,M.R.P:  70.00,Price:  35.00,You Save:  35.00,In Stock,   Perfect for puja rituals Creates a pleasant ambience   , Mangaldeep Sandal Agarbatti 120 pcs The warm and pleasing aroma of Mangaldeep Sandal Agarbatti transports you to a place that is magical and surreal. It is essential during pujas to make the place sacred and the fragrance captivating. It is perfect for your pooja rituals. So go ahead and buy this product online today! 
 Puric Facial Tissues 100 pcs (Twin Pack) ,Puric,M.R.P:  130.00,Price:  99.00,You Save:  31.00,In Stock,   Gives you germ free and clean days.   ," Puric Facial Tissues 100 pcs (Twin Pack) Puric Facial Tissues has antibacterial properties that help you get instant freshness and dirt free face every time. These paper napkins can be used to clean your skin and protect it from germs and dust from the surroundings. So what are you waiting for? Buy the product at the best rate, right here! "
 Earthmate Compostable Garbage 15 Pcs 48X53 cms ,Earthmate - Gm,M.R.P:  150.00,Price:  75.00,You Save:  75.00,In Stock,   100% compostable material Eco-friendly Fits the dustbins with ease   ," Earthmate Compostable Garbage 15 Pcs 48X53 cms Earthmate Compostable Garbage Bag is leak-proof, secure waste storage, and does not let the waste flow out. These lightweight garbage bags are very useful and keep containers hygienic by avoiding contact with the garbage. It can be used in the kitchen, office, warehouses, pantry, etc. These bags help to maintain cleanliness all-around. So go ahead and buy this product online today! "
 Classmate Single Line Soft Long Notebook (160 pgs) ,Classmate,M.R.P:  55.00,Price:  46.75,You Save:  8.25,In Stock,   Single line notebook160 pagesDimensions : 29.7 x 21 cmVibrant cover   ," Classmate Single Line Soft Long Notebook (160 pgs) Childhood is never complete without a notebook in the school bag. Classmate Single Line Soft Long Notebook is a premium finish writing book with single lines that encourage neat and beautiful writing. It also has a laminated and picturesque cover on the notebook that makes it a vibrant addition to a student's stationery collection. So, go ahead and buy this product online today.Benefits:• Encourages neat handwriting •Ideal for school, college and office useDisclaimer:Product colour may slightly vary due to photographic lighting sources or your screen settings. "
 Fevistik Super Glue Stick 15 g ,fevistik,M.R.P:  40.00,Price:  36.00,You Save:  4.00,In Stock,   It consists of 1 stick adhesiveEasy to use   ," Fevistik Super Glue Stick 15 g There was a time when adhesives were only available in liquid form and paper-to-paper sticking meant sticky fingers and an overall messy experience. Say goodbye to those days with Fevistik Super Glue Stick . Ideal for art and craft, this stick adhesive is easy to use, non-messy and convenient to carry. Enjoy DIY projects, Buy this product online today! "
 YTI Multi Colour Diwali LED Serial Light 12 M (48 Lamps) ,YTI,M.R.P:  199.00,Price:  99.00,You Save:  100.00,In Stock,NAN,NAN
 Dhruv Tealight Candle (Pack of 30)             ,Dhruv Inc,M.R.P:  150.00,Price:  79.00,You Save:  71.00,In Stock,   Multi purpose candle that can be used for decorative lightingPerfect for ambient lighting during special occasions   ," Dhruv Tealight Candle (Pack of 30)             Dhruv Tealight Candle (Pack of 30) represents tranquillity that calms the nerves and relieves anxiety. This candle produces much less soot; burns much slower, cleaner and give the users a real sense of well-being. It has the ability to create a serene environment that is perfect for resting and helps to give a nourishing sleep. So go ahead and buy this product online today! "
 Parle-G Gold Biscuits 1 kg ,Parle,M.R.P:  115.00,Price:  70.00,You Save:  45.00,In Stock,   Parle-G Gold Biscuits are highly nutritiousPerfect combination of taste and health   ," Parle-G Gold Biscuits 1 kg Filled with the goodness of milk and wheat, Parle-G has been a source of all-round nourishment for the nation since decades. They’re crispy, they’re tasty and they’ll leave you craving for more. Parle G Biscuits have been an all-time favourite across people of all ages. It is a must-have product to enjoy fun-filled tea parties. Enjoy them with tea or as a standalone snack, the choice is yours. So wait no more. Buy your pack of Parle G Gold Biscuits online today! "
 Parle Monaco Classic Regular Salted Biscuits 400 g ,Parle,M.R.P:  60.00,Price:  40.00,You Save:  20.00,In Stock,   Crispy light salted biscuitsMunch on it with a cup of masala tea   ," Parle Monaco Classic Regular Salted Biscuits 400 g Presenting Parle Monaco Classic Regular Salted Biscuits for fun-filled snack time. Give it a go-ahead along with tea or coffee or just munch on, when hunger kicks in, in between meal times. These biscuits are light, crispy and loaded with tasty condiments. Tea breaks will be much more fun now with Parle Monaco Classic Regular Salted Biscuits. Buy it online today! "
 Britannia Good Day Cashew Cookies 200 g ,Britannia,M.R.P:  35.00,Price:  30.00,You Save:  5.00,In Stock,   Made from the finest quality ingredientsPerfect tea-time snackNo trans-fat   ," Britannia Good Day Cashew Cookies 200 g It’s a smile that makes it a Good Day! The smaller joys of life that can brighten up one’s life everyday often get ignored in the pursuit of larger joys. With its tagline of “Har Cookie Mein Kayi Smiles”, Britannia Good Day presents you a tastier avatar with Britannia Good Day Cashew Cookies! With the abundance of nuts on the surface and a great new taste, the new Good Day Cashew will give its consumers more reasons to love their favourite cookie! It is crisp in texture and has a wholesome buttery taste. It is perfect for those mid-day hunger pangs and pairs best with a hot cup of tea or coffee. So what are you waiting for? Go ahead, buy Britannia Good Day Cashew Cookies online today and be assured it will act as an enabler in enjoying all those small moments in everyday life! "
 Parle Hide & Seek Chocolate Chip Cookies 100 g ,Parle,M.R.P:  30.00,Price:  27.00,You Save:  3.00,In Stock,   Experience the choclatey crunch in every biteA treat for chocolate lovers   ," Parle Hide & Seek Chocolate Chip Cookies 100 g Teatime calls for a tasty treat! So, here's a pack of goodness and delight packed in one with Parle Hide & Seek Chocolate Chip Cookies. These cookies are made with the choicest ingredients to make your tea times filled with fun and frolic. Have them with tea, coffee or as a standalone snack and feel rejuvenated and full of energy! These cookies are a sheer delight. Quality is maintained throughout the packaging and production of the product so that it retains freshness for a long period of time. So go ahead and buy it online today! "
 Parle Krack Jack Crackers 200 g ,Parle,M.R.P:  30.00,Price:  27.90,You Save:  2.10,In Stock,   Parle Krack Jack is the original sweet & salty crackersNo TransfatLight & Crispy   ," Parle Krack Jack Crackers 200 g Parle Krack Jack - The Original Sweet & Salty Crackers are India's first sweet and salty crackers that have been loved by millions for years now. Enjoy your tea time with these delectable biscuits and you will surely love it. These biscuits are perfect to fill your tea time with fun and frolic. Delight a bunch of kids or wow your guests with this small pack of goodness. It is a treat in itself. So go ahead, buy Parle Krack Jack Crackers online today! "
 Sunfeast Mom's Magic Cashew & Almond Cookies 200 g ,Sunfeast,M.R.P:  40.00,Price:  32.00,You Save:  8.00,In Stock,   ●Made from the finest quality ingredients ●No Trans Fat ●Perfect tea-time snack   ," Sunfeast Mom's Magic Cashew & Almond Cookies 200 g If you are looking for mouth-melting and delicious biscuits or cookies to have during tea-time, your search must end at Sunfeast Mom's Magic Cashew & Almond Cookies. It is incredibly tasty, and each bite will feel so good, you will want to keep coming back for more. It is made from the finest quality of ingredients so that you get a product that combines quality and taste at the same time. So go ahead, order Sunfeast Mom's Magic Cashew & Almond Cookies online now! "
 Mcvitie's Digestive Biscuits Value Pack 200 g ,Mcvitie`s,M.R.P:  40.00,Price:  30.00,You Save:  10.00,In Stock,   Tasty wholewheat biscuitsSource of fibreZero CholesterolTransfat free   ," Mcvitie's Digestive Biscuits Value Pack 200 g Bite into the crunchy and yummy digestive biscuit from McVitie’s. These biscuits are made from the finest whole-wheat, whose crunchy and delicate textures come together effortlessly in each bite. They are the perfect snack to go with your daily morning cup of tea or coffee and are just about ideal to lightly fill your stomach especially in-between meal times. It has no artificial colours or flavours. So go ahead, buy Mcvitie's Digestive Biscuits Value Pack online today as it has the goodness of whole-wheat wrapped in great taste. "
 Unibic Choco Chip Cookies 75 g ,Unibic,M.R.P:  30.00,Price:  27.90,You Save:  2.10,In Stock,   Experience the rich taste of choco chip cookiesZero cholesterolZero transfat   ," Unibic Choco Chip Cookies 75 g Give in to your sweet cravings with Unibic Choco Chip Cookies. These fresh, melt in mouth treats go perfectly well with tea or coffee. They are prepared using the finest ingredients and the hygienic packaging ensures that the product remains fresh over a long period of time. Go ahead, buy Unibic Choco Chip Cookies online today! "
 Parle Monaco Classic Cheeslings 150 g ,Parle,M.R.P:  60.00,Price:  53.00,You Save:  7.00,In Stock,   Delicious bite-sized snacksMini biscuit like snack with a delightful twist of cheeseFluffy and crunchy bites that melts in your mouth   ," Parle Monaco Classic Cheeslings 150 g Parle Monaco Classic Cheeslings are scrumptious yummy crunchy biscuits that nobody can get enough of. It's no wonder, cheeslings are a favourite among children and adults alike. The finest ingredients have been used to prepare this product. It's the perfect snack to be had with your tea or coffee. So go ahead, buy this product online today! "
 Britannia Vita Marie Gold Biscuits 150 g ,Britannia,M.R.P:  20.00,Price:  18.00,You Save:  2.00,In Stock,   Zero transfatEnriched with 10 essential vitaminsSource of fibre   ," Britannia Vita Marie Gold Biscuits 150 g Cheers To Health At Tea Time! Tea times are incomplete without a packet of Britannia Vita Marie Gold Biscuits. These low fat and zero cholesterol biscuits are the perfect tea time mates. By dipping a Vita Marie Gold into a piping hot cup of tea, a special moment of vitality is savoured. With 58% cereal, milk protein and 10 essential vitamins, Vita Marie Gold are fully loaded for all those with a fully loaded life. Each Marie Gold biscuit is crisp and light and is packed with the goodness of Vitamins and Minerals that makes for healthier teatimes. So go ahead, buy Britannia Vita Marie Gold Biscuits online today! "
 Parle Monaco Biscuits 75.4 g ,Parle,M.R.P:  10.00,Price:  9.30,You Save:  0.70,In Stock,   Crispy light salted biscuitsMunch on it with a cup of masala tea   ," Parle Monaco Biscuits 75.4 g Who doesn't know Parle Monaco? These crispy, salted biscuits are a favourite among all age groups. While they are a great tea time snack, you can also make delicious biscuit pizzas by garnishing it with various toppings. These biscuits have been consistent in taste and quality for years now and is hence everyone's favourite. So, go ahead, buy Parle Monaco Biscuits online today! "
 Sunfeast Farmlite Digestive All Good Biscuits 100 g (Pouch) ,Sunfeast,M.R.P:  25.00,Price:  23.25,You Save:  1.75,In Stock,   No Added SugarNo MaidaRich in Fibre   ," Sunfeast Farmlite Digestive All Good Biscuits 100 g (Pouch) The sweet moments of life seem sweeter when we are blessed with good health. Presenting Sunfeast Farmlite Digestive All Good Biscuits. These biscuits have no added sugar and no artificial sweetener. These biscuits have no maida and are made from corn and whole wheat flour. So what more can you ask for when you have these delightful treats to fight the hunger pangs. So go ahead, buy Sunfeast Farmlite Digestive All Good Biscuits online today! "
 Snac tac Cashew Cookies 200 g ,snac tac,M.R.P:  45.00,Price:  30.00,You Save:  15.00,In Stock,   Rich in cashewsDelicious & nutritious   , Snac tac Cashew Cookies 200 g How to use:Step1: Enjoy the cashew bits in every bite of these Ready to Eat cookies. 
 Parle Krack Jack Crackers 66.7 g ,Parle,M.R.P:  10.00,Price:  9.30,You Save:  0.70,In Stock,   Parle Krack Jack Biscuits are the original sweet & salty crackersNo TransfatLight & Crispy   ," Parle Krack Jack Crackers 66.7 g Parle Krack Jack - The Original Sweet & Salty Crackers are India's first sweet and salty crackers that have been loved by millions for years now. Enjoy your tea time with these delectable crackers and you will surely love it. These crackers are perfect to fill your tea time with fun and frolic. Delight a bunch of kids or make wow your guests with this small pack of goodness. It is a treat in itself. So go ahead, buy Parle Krack Jack Crackers online today! "
 Parle-G Biscuits 55 g (Get +10 g Extra) ,Parle,M.R.P:  5.00,Price:  4.65,You Save:  0.35,In Stock,"   Parle-G has been a source of all round nourishmentCrispy, healthy & tasty   "," Parle-G Biscuits 55 g (Get +10 g Extra) Filled with the goodness of milk and wheat, Parle G is a source of all-round nourishment. Treat yourself to a pack of yummy Parle-G biscuits to experience what has nurtured and strengthened millions of people for over years. A meal substitute for some and a tasty and healthy snack to enjoy along with tea or coffee for many others. Whatever the occasion, it has always been around as an instant source of nourishment. So go ahead, buy Parle-G Biscuits online today! "
 Dukes Nice Sugar Sprinkled Coconut Biscuits 150 g ,Dukes,M.R.P:  25.00,Price:  20.00,You Save:  5.00,In Stock,   Sugar sprinkled coconut biscuitsDukes Nice Sugar Sprinkled Coconut Biscuits are mindfully delicious   ," Dukes Nice Sugar Sprinkled Coconut Biscuits 150 g Dukes Nice Sugar Sprinkled Coconut Biscuits is a treat to savour. These biscuits are crunchy yet delicate in texture. They are the perfect accompaniment to your tea or coffee. These biscuits are prepared using the finest ingredients and its hygienic packaging ensures that they remain fresh over a long period of time. So, go ahead, buy Dukes Nice Sugar Sprinkled Coconut Biscuits online today! "
 Parle Krack Jack Crackers 66.7 g ,Parle,M.R.P:  10.00,Price:  9.30,You Save:  0.70,In Stock,   Parle Krack Jack Biscuits are the original sweet & salty crackersNo TransfatLight & Crispy   ," Parle Krack Jack Crackers 66.7 g Parle Krack Jack - The Original Sweet & Salty Crackers are India's first sweet and salty crackers that have been loved by millions for years now. Enjoy your tea time with these delectable crackers and you will surely love it. These crackers are perfect to fill your tea time with fun and frolic. Delight a bunch of kids or make wow your guests with this small pack of goodness. It is a treat in itself. So go ahead, buy Parle Krack Jack Crackers online today! "
 Parle-G Biscuits 55 g (Get +10 g Extra) ,Parle,M.R.P:  5.00,Price:  4.65,You Save:  0.35,In Stock,"   Parle-G has been a source of all round nourishmentCrispy, healthy & tasty   "," Parle-G Biscuits 55 g (Get +10 g Extra) Filled with the goodness of milk and wheat, Parle G is a source of all-round nourishment. Treat yourself to a pack of yummy Parle-G biscuits to experience what has nurtured and strengthened millions of people for over years. A meal substitute for some and a tasty and healthy snack to enjoy along with tea or coffee for many others. Whatever the occasion, it has always been around as an instant source of nourishment. So go ahead, buy Parle-G Biscuits online today! "
 Dukes Nice Sugar Sprinkled Coconut Biscuits 150 g ,Dukes,M.R.P:  25.00,Price:  20.00,You Save:  5.00,In Stock,   Sugar sprinkled coconut biscuitsDukes Nice Sugar Sprinkled Coconut Biscuits are mindfully delicious   ," Dukes Nice Sugar Sprinkled Coconut Biscuits 150 g Dukes Nice Sugar Sprinkled Coconut Biscuits is a treat to savour. These biscuits are crunchy yet delicate in texture. They are the perfect accompaniment to your tea or coffee. These biscuits are prepared using the finest ingredients and its hygienic packaging ensures that they remain fresh over a long period of time. So, go ahead, buy Dukes Nice Sugar Sprinkled Coconut Biscuits online today! "
 Aashirvaad Whole Wheat Atta 5 kg ,Aashirvaad,M.R.P:  245.00,Price:  210.00,You Save:  35.00,In Stock,   Extra protein helps build strength100% whole wheat chapati flourFree from pesticides   ," Aashirvaad Whole Wheat Atta 5 kg Aashirvaad Whole Wheat Atta is made from the choicest grains. It is heavy on the palm, golden amber in colour and hard to bite. It is carefully ground using the modern chakki grinding process for the perfect balance of colour, taste and nutrition which also ensures that this atta contains 0% maida. Buy Aashirvaad Whole Wheat Atta online today. "
 Aashirvaad Multigrain Atta 5 kg ,Aashirvaad,M.R.P:  305.00,Price:  239.00,You Save:  66.00,In Stock,   Pure and natural productPremium quality product from AashirvaadNo Artificial Colour AddedRich in Vitamins and MineralsRich in Proteins See more  , Aashirvaad Multigrain Atta 5 kg Aashirvaad Multigrain Atta is suitable for people of all ages. It is an integrated mix of different grains and is thus a healthy option. Multigrain Atta also makes your Rotis and Chapattis tasty. It will add taste and quality to your healthy eating routine. Buy Aashirvaad Multigrain Atta online now! 
 Besan 1 kg ,Private Label,M.R.P:  160.00,Price:  80.00,You Save:  80.00,In Stock,   Rich in FiberHygienically packed & processedMade from the best quality chanaRich in FiberLow in Gluten See more  ," Besan 1 kg Besan is one of the most commonly used ingredients in Indian kitchens. It is made by grinding Chickpea Flour and serves as an excellent source of important nutrients and fibers. Apart from adding an aromatic flavor to your food, besan goes a long way in adding health benefits to your lifestyle. Buy Besan online now! "
